REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2011,Province 11,Lowest quintile,Rented living quarters,Dollars,C1043,5024,Couple families,0 to 24 years,"$25,000 and over",2520
2011,Province 11,Lowest quintile,Owned living quarters,Dollars,C1044,1270,Couple families,0 to 24 years,"$30,000 and over",2250
2011,Province 11,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1045,1675,Couple families,0 to 24 years,"$35,000 and over",1970
2011,Province 11,Lowest quintile,Household operations,Dollars,C1047,2068,Couple families,0 to 24 years,"$45,000 and over",1430
2011,Province 11,Lowest quintile,Communications,Dollars,C1048,1024,Couple families,0 to 24 years,"$50,000 and over",1220
2011,Province 11,Lowest quintile,Household furnishings and equipment,Dollars,C1049,672,Couple families,0 to 24 years,"$60,000 and over",820
2011,Province 11,Lowest quintile,Household furnishings,Dollars,C1050,260,Couple families,0 to 24 years,"$70,000 and over",480
2011,Province 11,Lowest quintile,Household equipment,Dollars,C1051,291,Couple families,0 to 24 years,"$75,000 and over",360
2011,Province 11,Lowest quintile,Household appliances,Dollars,C1052,71,Couple families,0 to 24 years,"$80,000 and over",270
2011,Province 11,Lowest quintile,Clothing and accessories,Dollars,C1053,1204,Couple families,0 to 24 years,"$90,000 and over",140
2011,Province 11,Lowest quintile,Transportation,Dollars,C1054,4173,Couple families,0 to 24 years,Median total income,40670
2011,Province 11,Second quintile,Total expenditure,Dollars,C1055,44120,Couple families,25 to 34 years,All income groups,28880
2011,Province 11,Second quintile,Food purchased from stores,Dollars,C1056,4446,Couple families,25 to 34 years,"Under $10,000",410
2011,Province 11,Second quintile,Food purchased from restaurants,Dollars,C1057,1889,Couple families,25 to 34 years,"$10,000 and over",28470
2011,Province 11,Second quintile,Shelter,Dollars,C1058,10664,Couple families,25 to 34 years,"$15,000 and over",28200
2011,Province 11,Second quintile,Principal accommodation,Dollars,C1059,10038,Couple families,25 to 34 years,"$20,000 and over",27820
2011,Province 11,Second quintile,Rented living quarters,Dollars,C1060,3367,Couple families,25 to 34 years,"$25,000 and over",27390
2011,Province 11,Second quintile,Owned living quarters,Dollars,C1061,4189,Couple families,25 to 34 years,"$30,000 and over",26870
2011,Province 11,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1062,2482,Couple families,25 to 34 years,"$35,000 and over",26260
2011,Province 11,Second quintile,Other accommodation,Dollars,C1063,626,Couple families,25 to 34 years,"$40,000 and over",25500
2011,Province 11,Second quintile,Household operations,Dollars,C1064,3116,Couple families,25 to 34 years,"$45,000 and over",24530
2011,Province 11,Second quintile,Communications,Dollars,C1065,1567,Couple families,25 to 34 years,"$50,000 and over",23410
2011,Province 11,Second quintile,Household furnishings and equipment,Dollars,C1066,1365,Couple families,25 to 34 years,"$60,000 and over",20740
2011,Province 11,Second quintile,Household furnishings,Dollars,C1067,498,Couple families,25 to 34 years,"$70,000 and over",17480
2011,Province 11,Second quintile,Household equipment,Dollars,C1068,793,Couple families,25 to 34 years,"$75,000 and over",15690
2011,Province 11,Second quintile,Household appliances,Dollars,C1069,213,Couple families,25 to 34 years,"$80,000 and over",13880
2011,Province 11,Second quintile,Clothing and accessories,Dollars,C1070,1759,Couple families,25 to 34 years,"$90,000 and over",10370
2011,Province 11,Second quintile,Transportation,Dollars,C1071,8012,Couple families,25 to 34 years,Median total income,78530
2011,Province 11,Third quintile,Total expenditure,Dollars,C1072,61295,Couple families,35 to 44 years,All income groups,33960
2011,Province 11,Third quintile,Food purchased from stores,Dollars,C1073,5616,Couple families,35 to 44 years,"Under $10,000",360
2011,Province 11,Third quintile,Food purchased from restaurants,Dollars,C1074,2247,Couple families,35 to 44 years,"$10,000 and over",33600
2011,Province 11,Third quintile,Shelter,Dollars,C1075,12729,Couple families,35 to 44 years,"$15,000 and over",33390
2011,Province 11,Third quintile,Principal accommodation,Dollars,C1076,11947,Couple families,35 to 44 years,"$20,000 and over",33090
2011,Province 11,Third quintile,Rented living quarters,Dollars,C1077,2775,Couple families,35 to 44 years,"$25,000 and over",32790
2011,Province 11,Third quintile,Owned living quarters,Dollars,C1078,6302,Couple families,35 to 44 years,"$30,000 and over",32460
2011,Province 11,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1079,2870,Couple families,35 to 44 years,"$35,000 and over",32040
2011,Province 11,Third quintile,Other accommodation,Dollars,C1080,781,Couple families,35 to 44 years,"$40,000 and over",31530
2011,Province 11,Third quintile,Household operations,Dollars,C1081,3531,Couple families,35 to 44 years,"$45,000 and over",30890
2011,Province 11,Third quintile,Communications,Dollars,C1082,1936,Couple families,35 to 44 years,"$50,000 and over",30200
2011,Province 11,Third quintile,Household furnishings and equipment,Dollars,C1083,1859,Couple families,35 to 44 years,"$60,000 and over",28350
2011,Province 11,Third quintile,Household furnishings,Dollars,C1084,822,Couple families,35 to 44 years,"$70,000 and over",25970
2011,Province 11,Third quintile,Household equipment,Dollars,C1085,974,Couple families,35 to 44 years,"$75,000 and over",24490
2011,Province 11,Third quintile,Household appliances,Dollars,C1086,356,Couple families,35 to 44 years,"$80,000 and over",22960
2011,Province 11,Third quintile,Clothing and accessories,Dollars,C1087,2586,Couple families,35 to 44 years,"$90,000 and over",19590
2011,Province 11,Third quintile,Transportation,Dollars,C1088,11087,Couple families,35 to 44 years,Median total income,97460
2011,Province 11,Fourth quintile,Total expenditure,Dollars,C1089,87818,Couple families,45 to 54 years,All income groups,38740
2011,Province 11,Fourth quintile,Food purchased from stores,Dollars,C1090,6238,Couple families,45 to 54 years,"Under $10,000",250
2011,Province 11,Fourth quintile,Food purchased from restaurants,Dollars,C1091,2276,Couple families,45 to 54 years,"$10,000 and over",38480
2011,Province 11,Fourth quintile,Shelter,Dollars,C1092,14736,Couple families,45 to 54 years,"$15,000 and over",38350
2011,Province 11,Fourth quintile,Principal accommodation,Dollars,C1093,13254,Couple families,45 to 54 years,"$20,000 and over",38100
2011,Province 11,Fourth quintile,Rented living quarters,Dollars,C1094,1758,Couple families,45 to 54 years,"$25,000 and over",37810
2011,Province 11,Fourth quintile,Owned living quarters,Dollars,C1095,8344,Couple families,45 to 54 years,"$30,000 and over",37510
2011,Province 11,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1096,3152,Couple families,45 to 54 years,"$35,000 and over",37110
2011,Province 11,Fourth quintile,Other accommodation,Dollars,C1097,1482,Couple families,45 to 54 years,"$40,000 and over",36590
2011,Province 11,Fourth quintile,Household operations,Dollars,C1098,4662,Couple families,45 to 54 years,"$45,000 and over",35980
2011,Province 11,Fourth quintile,Communications,Dollars,C1099,2248,Couple families,45 to 54 years,"$50,000 and over",35220
2011,Province 11,Fourth quintile,Household furnishings and equipment,Dollars,C1100,3899,Couple families,45 to 54 years,"$60,000 and over",33390
2011,Province 11,Fourth quintile,Household furnishings,Dollars,C1101,1063,Couple families,45 to 54 years,"$70,000 and over",31100
2011,Province 11,Fourth quintile,Household equipment,Dollars,C1102,2677,Couple families,45 to 54 years,"$75,000 and over",29740
2011,Province 11,Fourth quintile,Household appliances,Dollars,C1103,970,Couple families,45 to 54 years,"$80,000 and over",28310
2011,Province 11,Fourth quintile,Clothing and accessories,Dollars,C1104,3733,Couple families,45 to 54 years,"$90,000 and over",25240
2011,Province 11,Fourth quintile,Transportation,Dollars,C1105,15333,Couple families,45 to 54 years,Median total income,108900
2011,Province 11,Highest quintile,Total expenditure,Dollars,C1106,135461,Couple families,55 to 64 years,All income groups,38900
2011,Province 11,Highest quintile,Food purchased from stores,Dollars,C1107,7706,Couple families,55 to 64 years,"Under $10,000",180
2011,Province 11,Highest quintile,Food purchased from restaurants,Dollars,C1108,3828,Couple families,55 to 64 years,"$10,000 and over",38730
2011,Province 11,Highest quintile,Shelter,Dollars,C1109,19232,Couple families,55 to 64 years,"$15,000 and over",38490
2011,Province 11,Highest quintile,Principal accommodation,Dollars,C1110,16926,Couple families,55 to 64 years,"$20,000 and over",38080
2011,Province 11,Highest quintile,Rented living quarters,Dollars,C1111,938,Couple families,55 to 64 years,"$25,000 and over",37670
2011,Province 11,Highest quintile,Owned living quarters,Dollars,C1112,12411,Couple families,55 to 64 years,"$30,000 and over",37120
2011,Province 11,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1113,3577,Couple families,55 to 64 years,"$35,000 and over",36440
2011,Province 11,Highest quintile,Other accommodation,Dollars,C1114,2306,Couple families,55 to 64 years,"$40,000 and over",35500
2011,Province 11,Highest quintile,Household operations,Dollars,C1115,5801,Couple families,55 to 64 years,"$45,000 and over",34340
2011,Province 11,Highest quintile,Communications,Dollars,C1116,2442,Couple families,55 to 64 years,"$50,000 and over",33090
2011,Province 11,Highest quintile,Household furnishings and equipment,Dollars,C1117,4067,Couple families,55 to 64 years,"$60,000 and over",30040
2011,Province 11,Highest quintile,Household furnishings,Dollars,C1118,1603,Couple families,55 to 64 years,"$70,000 and over",26580
2011,Province 11,Highest quintile,Household equipment,Dollars,C1119,2019,Couple families,55 to 64 years,"$75,000 and over",24730
2011,Province 11,Highest quintile,Household appliances,Dollars,C1120,745,Couple families,55 to 64 years,"$80,000 and over",23020
2011,Province 11,Highest quintile,Clothing and accessories,Dollars,C1121,6059,Couple families,55 to 64 years,"$90,000 and over",19680
2011,Province 11,Highest quintile,Transportation,Dollars,C1122,19961,Couple families,55 to 64 years,Median total income,90850
2011,Province 12,All quintiles,Total expenditure,Dollars,C1123,89287,Couple families,Total all ages,All income groups,46240
2011,Province 12,All quintiles,Food purchased from stores,Dollars,C1124,6085,Couple families,Total all ages,"Under $10,000",560
2011,Province 12,All quintiles,Food purchased from restaurants,Dollars,C1125,2474,Couple families,Total all ages,"$10,000 and over",45680
2011,Province 12,All quintiles,Shelter,Dollars,C1126,18662,Couple families,Total all ages,"$15,000 and over",45230
2011,Province 12,All quintiles,Principal accommodation,Dollars,C1127,16376,Couple families,Total all ages,"$20,000 and over",44540
2011,Province 12,All quintiles,Rented living quarters,Dollars,C1128,3331,Couple families,Total all ages,"$25,000 and over",43620
2011,Province 12,All quintiles,Owned living quarters,Dollars,C1129,9990,Couple families,Total all ages,"$30,000 and over",41740
2011,Province 12,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C1130,3055,Couple families,Total all ages,"$35,000 and over",39190
2011,Province 12,All quintiles,Other accommodation,Dollars,C1131,2286,Couple families,Total all ages,"$40,000 and over",36960
2011,Province 12,All quintiles,Household operations,Dollars,C1132,4646,Couple families,Total all ages,"$45,000 and over",34750
2011,Province 12,All quintiles,Communications,Dollars,C1133,2192,Couple families,Total all ages,"$50,000 and over",32690
2011,Province 12,All quintiles,Household furnishings and equipment,Dollars,C1134,2218,Couple families,Total all ages,"$60,000 and over",28190
2011,Province 12,All quintiles,Household furnishings,Dollars,C1135,972,Couple families,Total all ages,"$70,000 and over",23740
2011,Province 12,All quintiles,Household equipment,Dollars,C1136,1140,Couple families,Total all ages,"$75,000 and over",21630
2011,Province 12,All quintiles,Household appliances,Dollars,C1137,464,Couple families,Total all ages,"$80,000 and over",19550
2011,Province 12,All quintiles,Clothing and accessories,Dollars,C1138,4054,Couple families,Total all ages,"$90,000 and over",15920
